Identificador Usuario,Tipo Suscripción,Ingresos Mensuales,Día Suscripción,Mes Suscripción,Año Suscripción,Fecha Suscripción,Día Último Pago,Mes Último Pago,Año Último Pago,Semana suscripción,Fecha Último Pago,Meses contratados,Ingresos totales,País,País2,Edad,Género,Dispositivo,Duración Plan,Duplicados,Duracion Plan (Meses),Tipo Plan,id_cliente,fecha,importe,producto,mes,año
1429,Estándar,12,12,7,23,2023-07-12,1900-01-06,1900-01-07,1900-01-24,miércoles,2024-07-06,12,144,EEUU,EEUU,48,Masculino,Ordenador,1 Mes,0,1,Mensual,1429,2028-07-05,405,Plan Estándar,7,2028
1429,Estándar,12,12,7,23,2023-07-12,1900-01-06,1900-01-07,1900-01-24,miércoles,2024-07-06,12,144,EEUU,EEUU,48,Masculino,Ordenador,1 Mes,0,1,Mensual,1429,2029-03-31,247,Plan Estándar,3,2029
1430,Básica,10,9,7,23,2023-07-09,1900-01-05,1900-01-07,1900-01-24,domingo,2024-07-05,12,120,Italia,Italia,43,Femenino,Smart TV,3 Meses,0,3,Trimestral,1430,2030-07-20,38,Plan Estándar,7,2030
1431,Premium,14,5,7,23,2023-07-05,1900-01-02,1900-01-07,1900-01-24,miércoles,2024-07-02,12,168,EEUU,EEUU,46,Masculino,Ordenador,6 Meses,0,6,Semestral,1431,2025-08-26,368,Plan Estándar,8,2025
1431,Premium,14,5,7,23,2023-07-05,1900-01-02,1900-01-07,1900-01-24,miércoles,2024-07-02,12,168,EEUU,EEUU,46,Masculino,Ordenador,6 Meses,0,6,Semestral,1431,2029-02-28,305,Plan Premium,2,2029
1432,Estándar,12,5,7,23,2023-07-05,1900-01-05,1900-01-07,1900-01-24,miércoles,2024-07-05,13,156,EEUU,EEUU,43,Masculino,Smartphone,6 Meses,0,6,Semestral,1432,2029-08-06,442,Plan Estándar,8,2029
1432,Estándar,12,5,7,23,2023-07-05,1900-01-05,1900-01-07,1900-01-24,miércoles,2024-07-05,13,156,EEUU,EEUU,43,Masculino,Smartphone,6 Meses,0,6,Semestral,1432,2030-11-24,93,Plan Estándar,11,2030
1433,Básica,10,3,7,23,2023-07-03,1900-01-05,1900-01-07,1900-01-24,lunes,2024-07-05,13,130,Australia,Australia,30,Femenino,Tablet,1 Mes,0,1,Mensual,1433,2033-04-04,297,Plan Básico,4,2033
1434,Estándar,12,1,7,23,2023-07-01,1900-01-04,1900-01-07,1900-01-24,sábado,2024-07-04,13,156,España,España,51,Femenino,Ordenador,3 Meses,0,3,Trimestral,1434,2025-04-06,17,Plan Premium,4,2025
1434,Estándar,12,1,7,23,2023-07-01,1900-01-04,1900-01-07,1900-01-24,sábado,2024-07-04,13,156,España,España,51,Femenino,Ordenador,3 Meses,0,3,Trimestral,1434,2036-06-14,196,Plan Estándar,6,2036
1435,Premium,14,30,6,23,2023-06-30,1900-01-03,1900-01-07,1900-01-24,viernes,2024-07-03,13,182,Reino Unido,Reino Unido,30,Masculino,Smartphone,1 Mes,0,1,Mensual,1435,2023-06-01,29,Plan Premium,6,2023
1435,Premium,14,30,6,23,2023-06-30,1900-01-03,1900-01-07,1900-01-24,viernes,2024-07-03,13,182,Reino Unido,Reino Unido,30,Masculino,Smartphone,1 Mes,0,1,Mensual,1435,2032-09-03,213,Plan Estándar,9,2032
1436,Básica,10,27,6,23,2023-06-27,1900-01-04,1900-01-07,1900-01-24,martes,2024-07-04,13,130,Francia,Francia,47,Femenino,Smart TV,1 Mes,0,1,Mensual,1436,2026-11-17,235,Plan Básico,11,2026
1436,Básica,10,27,6,23,2023-06-27,1900-01-04,1900-01-07,1900-01-24,martes,2024-07-04,13,130,Francia,Francia,47,Femenino,Smart TV,1 Mes,0,1,Mensual,1436,2033-01-19,475,Plan Estándar,1,2033
1438,Estándar,12,28,6,23,2023-06-28,1900-01-05,1900-01-07,1900-01-24,miércoles,2024-07-05,13,156,Canadá,Canadá,45,Femenino,Smartphone,12 Meses,0,12,Anual,1438,2033-02-17,240,Plan Estándar,2,2033
1439,Básica,10,24,6,23,2023-06-24,1900-01-04,1900-01-07,1900-01-24,sábado,2024-07-04,13,130,Reino Unido,Reino Unido,47,Femenino,Ordenador,1 Mes,0,1,Mensual,1439,2023-08-04,127,Plan Estándar,8,2023
1440,Estándar,12,24,6,23,2023-06-24,1900-01-05,1900-01-07,1900-01-24,sábado,2024-07-05,13,156,Canadá,Canadá,48,Femenino,Smart TV,6 Meses,0,6,Semestral,1440,2023-07-02,337,Plan Estándar,7,2023
1440,Estándar,12,24,6,23,2023-06-24,1900-01-05,1900-01-07,1900-01-24,sábado,2024-07-05,13,156,Canadá,Canadá,48,Femenino,Smart TV,6 Meses,0,6,Semestral,1440,2027-04-18,409,Plan Premium,4,2027
1440,Estándar,12,24,6,23,2023-06-24,1900-01-05,1900-01-07,1900-01-24,sábado,2024-07-05,13,156,Canadá,Canadá,48,Femenino,Smart TV,6 Meses,0,6,Semestral,1440,2028-11-20,89,Plan Premium,11,2028
1440,Estándar,12,24,6,23,2023-06-24,1900-01-05,1900-01-07,1900-01-24,sábado,2024-07-05,13,156,Canadá,Canadá,48,Femenino,Smart TV,6 Meses,0,6,Semestral,1440,2031-02-27,458,Plan Premium,2,2031
1441,Premium,14,25,6,23,2023-06-25,1900-01-04,1900-01-07,1900-01-24,domingo,2024-07-04,13,182,Reino Unido,Reino Unido,51,Femenino,Tablet,3 Meses,0,3,Trimestral,1441,2024-03-10,176,Plan Básico,3,2024
1441,Premium,14,25,6,23,2023-06-25,1900-01-04,1900-01-07,1900-01-24,domingo,2024-07-04,13,182,Reino Unido,Reino Unido,51,Femenino,Tablet,3 Meses,0,3,Trimestral,1441,2027-11-30,402,Plan Básico,11,2027
1441,Premium,14,25,6,23,2023-06-25,1900-01-04,1900-01-07,1900-01-24,domingo,2024-07-04,13,182,Reino Unido,Reino Unido,51,Femenino,Tablet,3 Meses,0,3,Trimestral,1441,2030-02-18,112,Plan Estándar,2,2030
1442,Básica,10,26,6,23,2023-06-26,1900-01-06,1900-01-07,1900-01-24,lunes,2024-07-06,13,130,Alemania,Alemania,29,Masculino,Smart TV,1 Mes,0,1,Mensual,1442,2027-06-24,214,Plan Estándar,6,2027
1443,Estándar,12,27,6,23,2023-06-27,1900-01-05,1900-01-07,1900-01-24,martes,2024-07-05,13,156,España,España,43,Femenino,Ordenador,12 Meses,0,12,Anual,1443,2028-06-17,228,Plan Premium,6,2028
1443,Estándar,12,27,6,23,2023-06-27,1900-01-05,1900-01-07,1900-01-24,martes,2024-07-05,13,156,España,España,43,Femenino,Ordenador,12 Meses,0,12,Anual,1443,2030-12-28,398,Plan Estándar,12,2030
1444,Premium,14,29,6,23,2023-06-29,1900-01-07,1900-01-07,1900-01-24,jueves,2024-07-07,13,182,Australia,Australia,49,Femenino,Tablet,1 Mes,0,1,Mensual,1444,2023-08-29,173,Plan Estándar,8,2023
1444,Premium,14,29,6,23,2023-06-29,1900-01-07,1900-01-07,1900-01-24,jueves,2024-07-07,13,182,Australia,Australia,49,Femenino,Tablet,1 Mes,0,1,Mensual,1444,2028-01-21,340,Plan Premium,1,2028
1444,Premium,14,29,6,23,2023-06-29,1900-01-07,1900-01-07,1900-01-24,jueves,2024-07-07,13,182,Australia,Australia,49,Femenino,Tablet,1 Mes,0,1,Mensual,1444,2036-08-30,248,Plan Premium,8,2036
1445,Básica,10,2,7,23,2023-07-02,1900-01-03,1900-01-07,1900-01-24,domingo,2024-07-03,13,130,EEUU,EEUU,37,Masculino,Smartphone,6 Meses,0,6,Semestral,1445,2031-12-30,483,Plan Básico,12,2031
1446,Premium,14,7,7,23,2023-07-07,1900-01-05,1900-01-07,1900-01-24,viernes,2024-07-05,12,168,Francia,Francia,48,Masculino,Tablet,12 Meses,0,12,Anual,1446,2023-08-30,279,Plan Premium,8,2023
1446,Premium,14,7,7,23,2023-07-07,1900-01-05,1900-01-07,1900-01-24,viernes,2024-07-05,12,168,Francia,Francia,48,Masculino,Tablet,12 Meses,0,12,Anual,1446,2024-05-28,378,Plan Básico,5,2024
1446,Premium,14,7,7,23,2023-07-07,1900-01-05,1900-01-07,1900-01-24,viernes,2024-07-05,12,168,Francia,Francia,48,Masculino,Tablet,12 Meses,0,12,Anual,1446,2034-11-10,71,Plan Estándar,11,2034
1447,Básica,10,13,7,23,2023-07-13,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,12,120,EEUU,EEUU,36,Femenino,Tablet,6 Meses,0,6,Semestral,1447,2028-10-01,78,Plan Premium,10,2028
1448,Estándar,12,18,7,23,2023-07-18,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,12,144,Francia,Francia,33,Femenino,Ordenador,1 Mes,0,1,Mensual,1448,2027-08-03,28,Plan Estándar,8,2027
1448,Estándar,12,18,7,23,2023-07-18,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,12,144,Francia,Francia,33,Femenino,Ordenador,1 Mes,0,1,Mensual,1448,2030-06-30,485,Plan Estándar,6,2030
1448,Estándar,12,18,7,23,2023-07-18,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,12,144,Francia,Francia,33,Femenino,Ordenador,1 Mes,0,1,Mensual,1448,2030-08-12,108,Plan Premium,8,2030
1448,Estándar,12,18,7,23,2023-07-18,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,12,144,Francia,Francia,33,Femenino,Ordenador,1 Mes,0,1,Mensual,1448,2034-09-11,99,Plan Premium,9,2034
1448,Estándar,12,18,7,23,2023-07-18,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,12,144,Francia,Francia,33,Femenino,Ordenador,1 Mes,0,1,Mensual,1448,2035-11-24,150,Plan Básico,11,2035
1448,Estándar,12,18,7,23,2023-07-18,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,12,144,Francia,Francia,33,Femenino,Ordenador,1 Mes,0,1,Mensual,1448,2036-07-28,155,Plan Básico,7,2036
1449,Estándar,12,24,7,23,2023-07-24,1900-01-04,1900-01-07,1900-01-24,lunes,2024-07-04,12,144,Brasil,Brasil,38,Femenino,Ordenador,1 Mes,0,1,Mensual,1449,2034-05-18,261,Plan Estándar,5,2034
1450,Básica,10,31,7,23,2023-07-31,1900-01-06,1900-01-07,1900-01-24,lunes,2024-07-06,12,120,EEUU,EEUU,42,Femenino,Smartphone,3 Meses,0,3,Trimestral,1450,2026-05-25,250,Plan Premium,5,2026
1450,Básica,10,31,7,23,2023-07-31,1900-01-06,1900-01-07,1900-01-24,lunes,2024-07-06,12,120,EEUU,EEUU,42,Femenino,Smartphone,3 Meses,0,3,Trimestral,1450,2029-07-13,295,Plan Premium,7,2029
1450,Básica,10,31,7,23,2023-07-31,1900-01-06,1900-01-07,1900-01-24,lunes,2024-07-06,12,120,EEUU,EEUU,42,Femenino,Smartphone,3 Meses,0,3,Trimestral,1450,2029-09-10,210,Plan Premium,9,2029
1450,Básica,10,31,7,23,2023-07-31,1900-01-06,1900-01-07,1900-01-24,lunes,2024-07-06,12,120,EEUU,EEUU,42,Femenino,Smartphone,3 Meses,0,3,Trimestral,1450,2030-05-03,287,Plan Premium,5,2030
1450,Básica,10,31,7,23,2023-07-31,1900-01-06,1900-01-07,1900-01-24,lunes,2024-07-06,12,120,EEUU,EEUU,42,Femenino,Smartphone,3 Meses,0,3,Trimestral,1450,2035-08-01,437,Plan Premium,8,2035
1451,Premium,14,1,8,23,2023-08-01,1900-01-05,1900-01-07,1900-01-24,martes,2024-07-05,12,168,EEUU,EEUU,30,Femenino,Tablet,3 Meses,0,3,Trimestral,1451,2029-12-05,185,Plan Premium,12,2029
1451,Premium,14,1,8,23,2023-08-01,1900-01-05,1900-01-07,1900-01-24,martes,2024-07-05,12,168,EEUU,EEUU,30,Femenino,Tablet,3 Meses,0,3,Trimestral,1451,2030-12-29,51,Plan Estándar,12,2030
1453,Estándar,12,13,8,23,2023-08-13,1900-01-04,1900-01-07,1900-01-24,domingo,2024-07-04,11,132,Francia,Francia,36,Masculino,Smartphone,1 Mes,0,1,Mensual,1453,2028-06-28,113,Plan Estándar,6,2028
1454,Premium,14,14,8,23,2023-08-14,1900-01-06,1900-01-07,1900-01-24,lunes,2024-07-06,11,154,Reino Unido,Reino Unido,27,Femenino,Smartphone,1 Mes,0,1,Mensual,1454,2026-12-22,224,Plan Estándar,12,2026
1456,Premium,14,27,8,23,2023-08-27,1900-01-06,1900-01-07,1900-01-24,domingo,2024-07-06,11,154,Italia,Italia,31,Masculino,Ordenador,12 Meses,0,12,Anual,1456,2030-08-15,421,Plan Básico,8,2030
1457,Básica,10,31,8,23,2023-08-31,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,11,110,Alemania,Alemania,36,Masculino,Ordenador,6 Meses,0,6,Semestral,1457,2033-10-05,416,Plan Estándar,10,2033
1457,Básica,10,31,8,23,2023-08-31,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,11,110,Alemania,Alemania,36,Masculino,Ordenador,6 Meses,0,6,Semestral,1457,2035-05-18,180,Plan Básico,5,2035
1458,Estándar,12,9,9,23,2023-09-09,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,10,120,Canadá,Canadá,41,Femenino,Tablet,1 Mes,0,1,Mensual,1458,2030-02-01,75,Plan Premium,2,2030
1458,Estándar,12,9,9,23,2023-09-09,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,10,120,Canadá,Canadá,41,Femenino,Tablet,1 Mes,0,1,Mensual,1458,2031-01-13,339,Plan Premium,1,2031
1459,Estándar,12,10,9,23,2023-09-10,1900-01-04,1900-01-07,1900-01-24,domingo,2024-07-04,10,120,Canadá,Canadá,45,Femenino,Ordenador,1 Mes,0,1,Mensual,1459,2025-04-02,339,Plan Premium,4,2025
1459,Estándar,12,10,9,23,2023-09-10,1900-01-04,1900-01-07,1900-01-24,domingo,2024-07-04,10,120,Canadá,Canadá,45,Femenino,Ordenador,1 Mes,0,1,Mensual,1459,2026-03-31,27,Plan Básico,3,2026
1459,Estándar,12,10,9,23,2023-09-10,1900-01-04,1900-01-07,1900-01-24,domingo,2024-07-04,10,120,Canadá,Canadá,45,Femenino,Ordenador,1 Mes,0,1,Mensual,1459,2036-08-08,16,Plan Básico,8,2036
1460,Básica,10,12,9,23,2023-09-12,1900-01-05,1900-01-07,1900-01-24,martes,2024-07-05,10,100,Francia,Francia,45,Masculino,Smart TV,1 Mes,0,1,Mensual,1460,2028-10-29,208,Plan Básico,10,2028
1460,Básica,10,12,9,23,2023-09-12,1900-01-05,1900-01-07,1900-01-24,martes,2024-07-05,10,100,Francia,Francia,45,Masculino,Smart TV,1 Mes,0,1,Mensual,1460,2033-04-22,64,Plan Premium,4,2033
1460,Básica,10,12,9,23,2023-09-12,1900-01-05,1900-01-07,1900-01-24,martes,2024-07-05,10,100,Francia,Francia,45,Masculino,Smart TV,1 Mes,0,1,Mensual,1460,2036-03-28,80,Plan Premium,3,2036
1461,Premium,14,17,9,23,2023-09-17,1900-01-05,1900-01-07,1900-01-24,domingo,2024-07-05,10,140,España,España,32,Masculino,Smart TV,3 Meses,0,3,Trimestral,1461,2024-09-22,492,Plan Básico,9,2024
1461,Premium,14,17,9,23,2023-09-17,1900-01-05,1900-01-07,1900-01-24,domingo,2024-07-05,10,140,España,España,32,Masculino,Smart TV,3 Meses,0,3,Trimestral,1461,2025-03-04,488,Plan Estándar,3,2025
1461,Premium,14,17,9,23,2023-09-17,1900-01-05,1900-01-07,1900-01-24,domingo,2024-07-05,10,140,España,España,32,Masculino,Smart TV,3 Meses,0,3,Trimestral,1461,2030-05-16,329,Plan Estándar,5,2030
1462,Básica,10,21,9,23,2023-09-21,1900-01-06,1900-01-07,1900-01-24,jueves,2024-07-06,10,100,Australia,Australia,41,Femenino,Smartphone,6 Meses,0,6,Semestral,1462,2030-11-28,351,Plan Premium,11,2030
1462,Básica,10,21,9,23,2023-09-21,1900-01-06,1900-01-07,1900-01-24,jueves,2024-07-06,10,100,Australia,Australia,41,Femenino,Smartphone,6 Meses,0,6,Semestral,1462,2031-11-26,339,Plan Básico,11,2031
1462,Básica,10,21,9,23,2023-09-21,1900-01-06,1900-01-07,1900-01-24,jueves,2024-07-06,10,100,Australia,Australia,41,Femenino,Smartphone,6 Meses,0,6,Semestral,1462,2032-05-23,300,Plan Estándar,5,2032
1462,Básica,10,21,9,23,2023-09-21,1900-01-06,1900-01-07,1900-01-24,jueves,2024-07-06,10,100,Australia,Australia,41,Femenino,Smartphone,6 Meses,0,6,Semestral,1462,2035-07-14,40,Plan Básico,7,2035
1463,Estándar,12,2,10,23,2023-10-02,1900-01-03,1900-01-07,1900-01-24,lunes,2024-07-03,10,120,Italia,Italia,37,Masculino,Smart TV,6 Meses,0,6,Semestral,1463,2028-03-02,195,Plan Estándar,3,2028
1463,Estándar,12,2,10,23,2023-10-02,1900-01-03,1900-01-07,1900-01-24,lunes,2024-07-03,10,120,Italia,Italia,37,Masculino,Smart TV,6 Meses,0,6,Semestral,1463,2034-09-20,354,Plan Premium,9,2034
1463,Estándar,12,2,10,23,2023-10-02,1900-01-03,1900-01-07,1900-01-24,lunes,2024-07-03,10,120,Italia,Italia,37,Masculino,Smart TV,6 Meses,0,6,Semestral,1463,2034-10-19,342,Plan Básico,10,2034
1463,Estándar,12,2,10,23,2023-10-02,1900-01-03,1900-01-07,1900-01-24,lunes,2024-07-03,10,120,Italia,Italia,37,Masculino,Smart TV,6 Meses,0,6,Semestral,1463,2035-07-25,203,Plan Estándar,7,2035
1464,Premium,14,4,10,23,2023-10-04,1900-01-05,1900-01-07,1900-01-24,miércoles,2024-07-05,10,140,Alemania,Alemania,27,Masculino,Ordenador,6 Meses,0,6,Semestral,1464,2026-07-13,390,Plan Estándar,7,2026
1464,Premium,14,4,10,23,2023-10-04,1900-01-05,1900-01-07,1900-01-24,miércoles,2024-07-05,10,140,Alemania,Alemania,27,Masculino,Ordenador,6 Meses,0,6,Semestral,1464,2031-01-08,82,Plan Estándar,1,2031
1465,Básica,10,6,10,23,2023-10-06,1900-01-04,1900-01-07,1900-01-24,viernes,2024-07-04,9,90,Canadá,Canadá,41,Masculino,Ordenador,12 Meses,0,12,Anual,1465,2025-03-29,22,Plan Estándar,3,2025
1465,Básica,10,6,10,23,2023-10-06,1900-01-04,1900-01-07,1900-01-24,viernes,2024-07-04,9,90,Canadá,Canadá,41,Masculino,Ordenador,12 Meses,0,12,Anual,1465,2029-08-30,81,Plan Básico,8,2029
1465,Básica,10,6,10,23,2023-10-06,1900-01-04,1900-01-07,1900-01-24,viernes,2024-07-04,9,90,Canadá,Canadá,41,Masculino,Ordenador,12 Meses,0,12,Anual,1465,2031-08-27,91,Plan Estándar,8,2031
1467,Básica,10,8,10,23,2023-10-08,1900-01-04,1900-01-07,1900-01-24,domingo,2024-07-04,9,90,España,España,43,Masculino,Smartphone,6 Meses,0,6,Semestral,1467,2026-05-10,440,Plan Básico,5,2026
1467,Básica,10,8,10,23,2023-10-08,1900-01-04,1900-01-07,1900-01-24,domingo,2024-07-04,9,90,España,España,43,Masculino,Smartphone,6 Meses,0,6,Semestral,1467,2030-04-14,390,Plan Premium,4,2030
1467,Básica,10,8,10,23,2023-10-08,1900-01-04,1900-01-07,1900-01-24,domingo,2024-07-04,9,90,España,España,43,Masculino,Smartphone,6 Meses,0,6,Semestral,1467,2033-02-25,26,Plan Premium,2,2033
1469,Estándar,12,13,10,23,2023-10-13,1900-01-04,1900-01-07,1900-01-24,viernes,2024-07-04,9,108,Alemania,Alemania,46,Femenino,Smart TV,12 Meses,0,12,Anual,1469,2035-07-13,406,Plan Básico,7,2035
1470,Básica,10,15,10,23,2023-10-15,1900-01-06,1900-01-07,1900-01-24,domingo,2024-07-06,9,90,Alemania,Alemania,27,Femenino,Tablet,6 Meses,0,6,Semestral,1470,2024-10-01,25,Plan Premium,10,2024
1470,Básica,10,15,10,23,2023-10-15,1900-01-06,1900-01-07,1900-01-24,domingo,2024-07-06,9,90,Alemania,Alemania,27,Femenino,Tablet,6 Meses,0,6,Semestral,1470,2031-08-05,146,Plan Estándar,8,2031
1470,Básica,10,15,10,23,2023-10-15,1900-01-06,1900-01-07,1900-01-24,domingo,2024-07-06,9,90,Alemania,Alemania,27,Femenino,Tablet,6 Meses,0,6,Semestral,1470,2034-09-16,342,Plan Básico,9,2034
1471,Premium,14,19,10,23,2023-10-19,1900-01-06,1900-01-07,1900-01-24,jueves,2024-07-06,9,126,Italia,Italia,51,Femenino,Smartphone,6 Meses,0,6,Semestral,1471,2024-01-26,280,Plan Premium,1,2024
1472,Básica,10,21,10,23,2023-10-21,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,9,90,EEUU,EEUU,28,Femenino,Ordenador,1 Mes,0,1,Mensual,1472,2025-06-30,367,Plan Básico,6,2025
1472,Básica,10,21,10,23,2023-10-21,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,9,90,EEUU,EEUU,28,Femenino,Ordenador,1 Mes,0,1,Mensual,1472,2035-09-08,136,Plan Estándar,9,2035
1472,Básica,10,21,10,23,2023-10-21,1900-01-06,1900-01-07,1900-01-24,sábado,2024-07-06,9,90,EEUU,EEUU,28,Femenino,Ordenador,1 Mes,0,1,Mensual,1472,2036-01-27,465,Plan Básico,1,2036
1473,Estándar,12,23,10,23,2023-10-23,1900-01-05,1900-01-07,1900-01-24,lunes,2024-07-05,9,108,EEUU,EEUU,33,Masculino,Smartphone,1 Mes,0,1,Mensual,1473,2027-08-02,57,Plan Básico,8,2027
1473,Estándar,12,23,10,23,2023-10-23,1900-01-05,1900-01-07,1900-01-24,lunes,2024-07-05,9,108,EEUU,EEUU,33,Masculino,Smartphone,1 Mes,0,1,Mensual,1473,2033-03-16,454,Plan Estándar,3,2033
1474,Premium,14,26,10,23,2023-10-26,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,9,126,España,España,31,Femenino,Ordenador,3 Meses,0,3,Trimestral,1474,2024-11-21,143,Plan Premium,11,2024
1474,Premium,14,26,10,23,2023-10-26,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,9,126,España,España,31,Femenino,Ordenador,3 Meses,0,3,Trimestral,1474,2027-12-11,384,Plan Premium,12,2027
1474,Premium,14,26,10,23,2023-10-26,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,9,126,España,España,31,Femenino,Ordenador,3 Meses,0,3,Trimestral,1474,2030-02-05,483,Plan Premium,2,2030
1474,Premium,14,26,10,23,2023-10-26,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,9,126,España,España,31,Femenino,Ordenador,3 Meses,0,3,Trimestral,1474,2032-12-24,393,Plan Básico,12,2032
1474,Premium,14,26,10,23,2023-10-26,1900-01-05,1900-01-07,1900-01-24,jueves,2024-07-05,9,126,España,España,31,Femenino,Ordenador,3 Meses,0,3,Trimestral,1474,2035-03-07,437,Plan Básico,3,2035
1475,Básica,10,27,10,23,2023-10-27,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,9,90,España,España,47,Masculino,Ordenador,6 Meses,0,6,Semestral,1475,2030-12-08,175,Plan Estándar,12,2030
1475,Básica,10,27,10,23,2023-10-27,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,9,90,España,España,47,Masculino,Ordenador,6 Meses,0,6,Semestral,1475,2034-03-23,271,Plan Estándar,3,2034
1475,Básica,10,27,10,23,2023-10-27,1900-01-06,1900-01-07,1900-01-24,viernes,2024-07-06,9,90,España,España,47,Masculino,Ordenador,6 Meses,0,6,Semestral,1475,2034-11-15,95,Plan Básico,11,2034
1476,Premium,14,31,10,23,2023-10-31,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,9,126,España,España,45,Femenino,Tablet,1 Mes,0,1,Mensual,1476,2028-02-04,222,Plan Premium,2,2028
1476,Premium,14,31,10,23,2023-10-31,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,9,126,España,España,45,Femenino,Tablet,1 Mes,0,1,Mensual,1476,2031-09-19,482,Plan Básico,9,2031
1476,Premium,14,31,10,23,2023-10-31,1900-01-07,1900-01-07,1900-01-24,martes,2024-07-07,9,126,España,España,45,Femenino,Tablet,1 Mes,0,1,Mensual,1476,2035-12-09,103,Plan Premium,12,2035
1477,Básica,10,3,11,23,2023-11-03,1900-01-05,1900-01-07,1900-01-24,viernes,2024-07-05,9,90,EEUU,EEUU,42,Masculino,Smart TV,12 Meses,0,12,Anual,1477,2032-11-17,214,Plan Estándar,11,2032
1478,Estándar,12,5,11,23,2023-11-05,1900-01-06,1900-01-07,1900-01-24,domingo,2024-07-06,9,108,Francia,Francia,47,Femenino,Smart TV,12 Meses,0,12,Anual,1478,2036-08-27,170,Plan Premium,8,2036
1479,Estándar,12,6,11,23,2023-11-06,1900-01-06,1900-01-07,1900-01-24,lunes,2024-07-06,9,108,Australia,Australia,29,Femenino,Smart TV,1 Mes,0,1,Mensual,1479,2023-02-18,92,Plan Básico,2,2023
1479,Estándar,12,6,11,23,2023-11-06,1900-01-06,1900-01-07,1900-01-24,lunes,2024-07-06,9,108,Australia,Australia,29,Femenino,Smart TV,1 Mes,0,1,Mensual,1479,2030-07-17,391,Plan Premium,7,2030
1479,Estándar,12,6,11,23,2023-11-06,1900-01-06,1900-01-07,1900-01-24,lunes,2024-07-06,9,108,Australia,Australia,29,Femenino,Smart TV,1 Mes,0,1,Mensual,1479,2031-11-01,188,Plan Estándar,11,2031
1480,Básica,10,3,11,23,2023-11-03,1900-01-07,1900-01-07,1900-01-24,viernes,2024-07-07,9,90,EEUU,EEUU,49,Femenino,Ordenador,12 Meses,0,12,Anual,1480,2023-05-31,146,Plan Básico,5,2023
1480,Básica,10,3,11,23,2023-11-03,1900-01-07,1900-01-07,1900-01-24,viernes,2024-07-07,9,90,EEUU,EEUU,49,Femenino,Ordenador,12 Meses,0,12,Anual,1480,2031-08-06,442,Plan Básico,8,2031
1480,Básica,10,3,11,23,2023-11-03,1900-01-07,1900-01-07,1900-01-24,viernes,2024-07-07,9,90,EEUU,EEUU,49,Femenino,Ordenador,12 Meses,0,12,Anual,1480,2032-01-16,273,Plan Premium,1,2032
1482,Básica,10,4,11,23,2023-11-04,1900-01-05,1900-01-07,1900-01-24,sábado,2024-07-05,9,90,Italia,Italia,45,Masculino,Smartphone,1 Mes,0,1,Mensual,1482,2025-11-15,256,Plan Premium,11,2025
1482,Básica,10,4,11,23,2023-11-04,1900-01-05,1900-01-07,1900-01-24,sábado,2024-07-05,9,90,Italia,Italia,45,Masculino,Smartphone,1 Mes,0,1,Mensual,1482,2032-11-26,78,Plan Premium,11,2032
1482,Básica,10,4,11,23,2023-11-04,1900-01-05,1900-01-07,1900-01-24,sábado,2024-07-05,9,90,Italia,Italia,45,Masculino,Smartphone,1 Mes,0,1,Mensual,1482,2035-11-11,482,Plan Básico,11,2035
1483,Estándar,12,2,11,23,2023-11-02,1900-01-06,1900-01-07,1900-01-24,jueves,2024-07-06,9,108,Francia,Francia,49,Masculino,Smart TV,6 Meses,0,6,Semestral,1483,2023-01-10,252,Plan Estándar,1,2023
1483,Estándar,12,2,11,23,2023-11-02,1900-01-06,1900-01-07,1900-01-24,jueves,2024-07-06,9,108,Francia,Francia,49,Masculino,Smart TV,6 Meses,0,6,Semestral,1483,2031-11-09,139,Plan Básico,11,2031
1483,Estándar,12,2,11,23,2023-11-02,1900-01-06,1900-01-07,1900-01-24,jueves,2024-07-06,9,108,Francia,Francia,49,Masculino,Smart TV,6 Meses,0,6,Semestral,1483,2036-01-22,97,Plan Premium,1,2036
1485,Básica,10,27,10,23,2023-10-27,1900-01-04,1900-01-07,1900-01-24,viernes,2024-07-04,9,90,EEUU,EEUU,37,Masculino,Ordenador,1 Mes,0,1,Mensual,1485,2023-04-28,82,Plan Premium,4,2023
